age,workclass,education,educational.num,marital.status,race,gender,hours.per.week,income,Date_of_Joining
42,Local-gov,HS-grad,9,Divorced,White,Male,40,<=50K,13-11-2009
70,Federal-gov,HS-grad,9,Married-civ-spouse,Black,Male,40,<=50K,19-06-2014
71,Private,7th-8th,4,Married-civ-spouse,White,Male,40,>50K,02-06-2004
20,Private,Some-college,10,Never-married,White,Female,16,<=50K,18-04-2014
25,Private,Some-college,10,Never-married,White,Male,40,<=50K,16-09-2017
52,Private,10th,6,Divorced,White,Female,40,<=50K,15-05-2003
46,Private,11th,7,Married-civ-spouse,Black,Male,40,>50K,16-09-2000
34,Private,Masters,14,Divorced,White,Female,40,<=50K,22-10-2010
64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,20,<=50K,16-06-2009
34,Self-emp-inc,Masters,14,Married-civ-spouse,White,Male,60,>50K,20-02-2004
41,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,60,>50K,30-04-2002
30,Private,Bachelors,13,Divorced,White,Male,40,>50K,05-07-2013
64,Private,Masters,14,Never-married,White,Female,35,<=50K,30-09-2016
40,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K,01-09-2006
35,Private,9th,5,Married-civ-spouse,White,Male,40,<=50K,25-05-2017
72,Private,Some-college,10,Widowed,White,Female,25,<=50K,13-06-2005
49,Self-emp-not-inc,Some-college,10,Widowed,White,Female,30,<=50K,03-03-2018
51,Private,Some-college,10,Divorced,White,Male,48,>50K,05-02-2007
27,Private,Bachelors,13,Never-married,White,Male,45,<=50K,24-01-2011
69,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,White,Male,15,>50K,15-06-2017
52,Federal-gov,HS-grad,9,Divorced,White,Female,40,<=50K,23-01-2010
38,Private,Some-college,10,Married-civ-spouse,White,Male,48,>50K,16-04-2018
33,Private,Assoc-acdm,12,Never-married,White,Male,40,<=50K,22-01-2007
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,35,<=50K,12-06-2008
37,Private,9th,5,Married-civ-spouse,White,Male,65,<=50K,16-06-2018
18,Private,HS-grad,9,Never-married,White,Male,40,<=50K,04-01-2004
54,Private,Some-college,10,Widowed,White,Female,40,<=50K,05-01-2000
33,Private,11th,7,Never-married,White,Male,40,<=50K,04-11-2010
34,Private,Masters,14,Married-civ-spouse,White,Male,40,>50K,25-01-2017
22,Private,HS-grad,9,Never-married,White,Male,50,<=50K,11-11-2008
72,Private,HS-grad,9,Widowed,White,Female,20,<=50K,14-05-2012
20,Private,Some-college,10,Never-married,White,Female,8,<=50K,17-07-2002
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Female,60,<=50K,04-01-2014
27,Private,Bachelors,13,Never-married,Black,Female,40,<=50K,30-05-2013
25,Private,HS-grad,9,Separated,White,Female,20,<=50K,03-01-2016
20,Private,Some-college,10,Never-married,White,Female,20,<=50K,26-04-2015
38,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K,21-04-2005
23,Private,HS-grad,9,Never-married,Black,Male,40,<=50K,12-04-2001
19,Private,Some-college,10,Never-married,White,Female,40,<=50K,16-10-2013
40,Private,Bachelors,13,Married-spouse-absent,Asian-Pac-Islander,Male,40,>50K,19-10-2005
38,Private,Some-college,10,Married-civ-spouse,White,Female,35,>50K,15-07-2012
17,Private,11th,7,Never-married,White,Female,16,<=50K,02-09-2011
19,Private,Some-college,10,Never-married,White,Male,40,<=50K,21-01-2006
27,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,30-03-2012
36,Private,Some-college,10,Married-civ-spouse,White,Male,50,<=50K,05-02-2015
46,Private,Bachelors,13,Never-married,White,Female,40,<=50K,12-08-2006
44,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,White,Male,40,<=50K,24-06-2005
58,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K,01-10-2006
45,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Male,35,<=50K,26-05-2017
22,Private,Bachelors,13,Never-married,White,Female,40,<=50K,07-09-2007
35,Private,Bachelors,13,Married-civ-spouse,White,Male,45,>50K,19-07-2006
34,Private,HS-grad,9,Divorced,White,Male,40,<=50K,25-09-2007
31,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,09-02-2000
41,Private,HS-grad,9,Divorced,White,Female,36,<=50K,17-09-2002
26,Private,Masters,14,Never-married,White,Female,40,<=50K,25-02-2014
23,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,04-01-2018
24,Private,HS-grad,9,Never-married,Black,Male,40,<=50K,31-08-2017
28,Private,Prof-school,15,Married-civ-spouse,White,Male,60,<=50K,25-10-2014
53,Private,HS-grad,9,Married-civ-spouse,White,Male,50,>50K,16-10-2014
34,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,45,<=50K,20-01-2005
70,Private,HS-grad,9,Divorced,White,Female,28,<=50K,08-03-2004
40,Private,Assoc-acdm,12,Divorced,White,Female,40,<=50K,18-11-2010
63,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,40,>50K,26-07-2008
32,Private,Some-college,10,Never-married,White,Female,40,<=50K,02-07-2009
44,Private,HS-grad,9,Divorced,Black,Female,40,<=50K,16-03-2008
17,Private,10th,6,Never-married,White,Female,10,<=50K,16-09-2011
50,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Male,45,>50K,03-02-2001
33,Private,9th,5,Married-civ-spouse,White,Male,40,<=50K,03-12-2016
49,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,50,>50K,29-11-2006
18,Local-gov,10th,6,Never-married,Black,Male,40,<=50K,18-03-2002
31,Private,11th,7,Never-married,White,Male,40,<=50K,29-02-2016
19,Private,Some-college,10,Never-married,White,Male,20,<=50K,20-10-2008
23,Private,HS-grad,9,Never-married,White,Male,45,<=50K,04-03-2009
22,Private,Some-college,10,Never-married,White,Male,10,<=50K,10-09-2009
41,Private,HS-grad,9,Divorced,White,Male,50,<=50K,24-01-2018
46,Private,HS-grad,9,Divorced,White,Female,20,<=50K,10-07-2004
31,Private,HS-grad,9,Never-married,White,Female,40,<=50K,01-05-2012
20,Private,Some-college,10,Never-married,White,Female,25,<=50K,12-09-2006
39,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K,25-05-2008
18,Private,HS-grad,9,Never-married,White,Male,40,<=50K,18-05-2003
58,Private,Bachelors,13,Never-married,White,Female,62,<=50K,09-01-2010
19,Private,Some-college,10,Never-married,White,Female,20,<=50K,15-12-2010
50,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K,15-01-2014
20,Private,Some-college,10,Never-married,White,Female,20,<=50K,29-08-2009
34,Local-gov,Some-college,10,Married-civ-spouse,White,Male,52,>50K,27-08-2011
23,Private,Bachelors,13,Never-married,White,Male,40,<=50K,03-10-2015
38,Private,Some-college,10,Married-civ-spouse,White,Male,50,>50K,20-05-2015
45,Private,Bachelors,13,Divorced,White,Female,45,<=50K,03-02-2014
48,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,24-10-2011
22,Private,Some-college,10,Never-married,White,Male,40,<=50K,26-10-2017
34,Private,Assoc-voc,11,Divorced,White,Female,40,<=50K,02-04-2000
45,Private,HS-grad,9,Married-civ-spouse,Black,Male,24,<=50K,27-11-2001
56,Private,HS-grad,9,Married-civ-spouse,White,Female,35,<=50K,11-04-2013
31,Self-emp-not-inc,Masters,14,Separated,White,Female,25,<=50K,10-10-2007
35,Private,11th,7,Divorced,White,Male,40,<=50K,28-01-2002
20,Private,HS-grad,9,Never-married,White,Male,45,<=50K,13-10-2011
58,Self-emp-not-inc,Some-college,10,Divorced,White,Male,45,<=50K,22-02-2015
24,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K,10-08-2002
31,Private,HS-grad,9,Married-civ-spouse,White,Male,45,<=50K,10-05-2015
17,Private,12th,8,Never-married,White,Male,12,<=50K,20-03-2018
28,Private,HS-grad,9,Never-married,White,Male,50,<=50K,29-04-2016
37,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,28-12-2007
19,Private,HS-grad,9,Never-married,White,Female,50,<=50K,24-01-2003
41,State-gov,Prof-school,15,Widowed,Other,Female,52,>50K,06-08-2006
19,Private,HS-grad,9,Never-married,White,Male,35,<=50K,20-03-2008
39,State-gov,Bachelors,13,Never-married,White,Male,35,<=50K,20-04-2011
26,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,02-02-2008
28,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,60,>50K,11-11-2006
20,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,07-02-2012
20,Private,HS-grad,9,Never-married,White,Male,40,<=50K,08-02-2016
41,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,24-03-2013
18,Private,11th,7,Never-married,White,Male,40,<=50K,07-10-2006
26,Private,Assoc-voc,11,Never-married,White,Female,40,<=50K,27-04-2000
50,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K,18-06-2000
49,Private,Assoc-voc,11,Divorced,White,Female,20,<=50K,04-07-2005
34,Local-gov,Some-college,10,Never-married,White,Female,40,<=50K,26-01-2005
26,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K,04-08-2007
29,Federal-gov,Some-college,10,Never-married,White,Female,40,<=50K,14-10-2003
60,Private,HS-grad,9,Divorced,White,Female,40,<=50K,30-09-2015
23,Private,Some-college,10,Never-married,Black,Female,20,<=50K,07-09-2006
43,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,>50K,18-07-2003
32,Federal-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K,19-04-2014
36,Private,HS-grad,9,Divorced,White,Male,55,<=50K,07-12-2008
26,Private,Some-college,10,Never-married,Black,Male,38,<=50K,24-01-2016
59,Private,HS-grad,9,Married-civ-spouse,Black,Male,40,>50K,25-01-2012
34,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K,21-07-2005
38,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K,20-11-2018
76,Private,HS-grad,9,Divorced,White,Female,8,<=50K,13-09-2003
47,Private,Some-college,10,Divorced,White,Female,40,<=50K,21-05-2012
45,Private,1st-4th,2,Married-civ-spouse,White,Male,40,<=50K,10-01-2007
54,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,98,>50K,03-04-2007
26,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K,10-04-2008
53,Private,HS-grad,9,Divorced,White,Male,40,<=50K,22-02-2003
37,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,50,>50K,29-12-2008
18,Private,HS-grad,9,Never-married,White,Female,20,<=50K,08-04-2006
21,Private,Some-college,10,Never-married,White,Male,40,<=50K,18-11-2008
33,Private,Assoc-voc,11,Married-civ-spouse,Asian-Pac-Islander,Male,40,>50K,11-06-2013
45,Private,Bachelors,13,Married-civ-spouse,White,Male,48,<=50K,15-10-2016
35,Private,Bachelors,13,Never-married,White,Female,45,<=50K,07-08-2016
46,Private,Some-college,10,Married-civ-spouse,White,Male,38,>50K,30-12-2012
21,Local-gov,Some-college,10,Never-married,White,Female,32,<=50K,28-10-2009
54,Private,9th,5,Married-civ-spouse,White,Male,40,<=50K,20-10-2006
49,Self-emp-inc,Masters,14,Never-married,White,Female,35,>50K,04-08-2016
44,Private,HS-grad,9,Never-married,White,Male,50,<=50K,06-09-2005
48,Private,HS-grad,9,Divorced,White,Female,50,<=50K,03-11-2009
54,Private,HS-grad,9,Married-civ-spouse,White,Female,40,<=50K,07-12-2011
49,Private,HS-grad,9,Never-married,Asian-Pac-Islander,Female,40,<=50K,09-12-2003
51,Private,HS-grad,9,Married-civ-spouse,Black,Female,40,<=50K,01-02-2008
31,Private,Assoc-voc,11,Separated,White,Male,40,<=50K,28-02-2014
26,Private,Bachelors,13,Never-married,White,Female,50,<=50K,24-09-2012
25,Private,HS-grad,9,Divorced,White,Male,40,<=50K,08-12-2010
24,State-gov,Bachelors,13,Never-married,White,Female,20,<=50K,22-06-2005
35,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,45,<=50K,21-10-2001
36,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K,04-01-2011
46,Private,HS-grad,9,Divorced,White,Male,40,<=50K,14-02-2005
72,Private,Some-college,10,Married-civ-spouse,White,Male,15,<=50K,07-03-2000
34,Private,Prof-school,15,Married-civ-spouse,White,Male,55,>50K,26-11-2002
